Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
2023-endangered-species-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,240-520-103,0.0,shopify,1000,deny,manual,889.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/483804-L0.webp?v=1728359402,oz,,,,,,,,,
2023-endangered-species-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,240-520-104,0.0,shopify,1000,deny,manual,1769.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/483804-L0.webp?v=1728359402,oz,,,,,,,,,
2012-santa-and-sleigh-forever-first-class-postage-stamps,2012 Santa and Sleigh Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">holiday stamps for 2012 fea-ture a ?¡ãclassic?¡À image of Santa and his reindeer circling around snow-covered rooftops. The scene is composed of four different stamp designs in two rows of two stamps each. Art director Howard E. Paine worked with illustrations by Paul Rogers in creating these gems. And this year, Operation Santa observes its 100<sup class=""superscript"" data-mce-fragment=""1"">th</sup>?anniversary! Designed to make sure Santa visits children who might not otherwise have any gifts at Christmas, postal employees and citizens may register at any participating U.S. Post Office and read letters to Santa from participating boys and girls, then select a letter and provide gifts for the writer.?</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,244-520-100,0.0,shopify,1000,deny,manual,29.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1200_6dc64340-0aab-479e-b1b4-265ac548b032.webp?v=1728359398,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1200_6dc64340-0aab-479e-b1b4-265ac548b032.webp?v=1728359398,oz,,,true,,,true,,,active
2012-santa-and-sleigh-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,244-520-101,0.0,shopify,1000,deny,manual,69.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1200_6dc64340-0aab-479e-b1b4-265ac548b032.webp?v=1728359398,oz,,,,,,,,,
2012-santa-and-sleigh-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,244-520-102,0.0,shopify,998,deny,manual,179.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1200_6dc64340-0aab-479e-b1b4-265ac548b032.webp?v=1728359398,oz,,,,,,,,,
2012-santa-and-sleigh-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,244-520-103,0.0,shopify,1000,deny,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1200_6dc64340-0aab-479e-b1b4-265ac548b032.webp?v=1728359398,oz,,,,,,,,,
2012-santa-and-sleigh-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,244-520-104,0.0,shopify,1000,deny,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1200_6dc64340-0aab-479e-b1b4-265ac548b032.webp?v=1728359398,oz,,,,,,,,,
2015-contemporary-christmas-a-charlie-brown-christmas-forever-first-class-postage-stamps,2015  Contemporary Christmas: A Charlie Brown Christmas Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<div class=""wp-caption aligncenter"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">On December 9, 1965,?<em data-mce-fragment=""1"">A Charlie Brown Christmas</em>?first aired on television.</p>
</div>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Peanuts</em>?creator Charles Schulz had his first cartoon series published at the age of 25.? Entitled?<em data-mce-fragment=""1"">Li?¡¥l Folks</em>, it featured a character named Charlie Brown. When the syndicate opted not to renew the strip, Schulz developed a new one, named?<em data-mce-fragment=""1"">Peanuts</em>, which debuted on October 2, 1950 in seven newspapers.</p>
<div class=""wp-caption alignleft"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Schulz?¡¥ comic strip?<em data-mce-fragment=""1"">Peanuts</em>?had become a worldwide phenomenon by the mid-60s.? After the?<em data-mce-fragment=""1"">Peanuts</em>?gang was pictured on the cover of?<em data-mce-fragment=""1"">Time Magazine</em>, Coca-Cola commissioned a Christmas special starring the characters.</p>
</div>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">A Charlie Brown Christmas</em>?was written and animated in just six months.? The script was simple, sparse, and heavily influenced by Schulz?¡¥ background.? Deeply religious, he wanted to focus on what he believed the ?¡ãtrue meaning of Christmas?¡À to be.? Schulz then added secular themes taken from his Minnesota childhood, including a school play, falling snow, and ice-skating.</p>
<div class=""wp-caption alignright"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Professional child actors were only used for the voices of Charlie Brown and Linus.? Schulz convinced the producers to use regular children for the remaining characters.? Studio employees took tape recorders home and had their children audition for the part.? Gibberish was recorded for Snoopy and sped up to make his unique sound.? Schulz also resisted the use of a laugh track, which was widely used during the ??60s.</p>
</div>
<p data-mce-fragment=""1"">Television producer Lee Mendelson was the driving force behind?<em data-mce-fragment=""1"">A Charlie Brown Christmas</em>.? Composer and conductor Vince Guaraldi provided jazzy original songs, resulting in a fresh, up-tempo holiday sound unlike any before it.</p>
<p data-mce-fragment=""1"">Mendelson was a 32-year-old documentary maker whose first work was about Willie Mays.? Seeing a?<em data-mce-fragment=""1"">Peanuts</em>?comic strip about Charlie Brown?¡¥s baseball team, he decided he had ?¡ãdone the world?¡¥s greatest baseball player, now he should do the world?¡¥s worst?-?¡À Charles Schulz agreed, beginning a 30-year collaboration that resulted in over 40 animated?<em data-mce-fragment=""1"">Peanuts</em>?specials.</p>
<p data-mce-fragment=""1"">As he began production on?<em data-mce-fragment=""1"">A Charlie Brown Christmas</em>, Mendelson approached Guaraldi to arrange the soundtrack.? Guaraldi wrote ?¡ãLinus and Lucy?¡À and ?¡ãChristmas Time Is Here?¡À for the special.? A choir of children, some chosen because they were slightly off-key, was selected to record the songs.? Sessions ran late into the night and ended with rewards of ice cream.</p>
<div class=""wp-caption aligncenter"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">The soundtrack, described as being filled with ?¡ãsmall, observant miracles,?¡À is a piano-based jazz score which was unheard of in programming for children.? Combining an upbeat tempo with the loveable?<em data-mce-fragment=""1"">Peanuts</em>?characters introduced jazz music to an entire generation. Its charm has made it the tenth best-selling holiday album in history.</p>
</div>
<p data-mce-fragment=""1"">Work on?<em data-mce-fragment=""1"">A Charlie Brown Christmas</em>?was completed just 10 days before its scheduled premiere. Executives previewing the special thought it was terrible, one claiming, ?¡ãMy golly, we?¡¥ve killed it.?¡À? But one animator deemed it ?¡ãthe best special?- this show is going to run for a hundred years.?¡À</p>
<p data-mce-fragment=""1"">A Charlie Brown Christmas premiered on December 9, 1965, at 7:30 p.m. It was watched by some 45 percent of the viewing audience that night ¡§C?an estimated 15,490,000 homes. It was the number two show in the ratings that night, after?<em data-mce-fragment=""1"">Bonanza</em>. In spite of the executives fears, it was very well received by viewers and critics alike. It was described as ?¡ãdelightfully novel and amusing?¡À and ?¡ãfascinating and haunting.?¡À Another critic accurately predicted that ?¡ãthe Peanuts characters last night staked out a claim to a major television future.?¡À</p>
<div class=""wp-caption aligncenter"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Fresh and innovative,?<em data-mce-fragment=""1"">A Charlie Brown Christmas</em>?featured a number of entertainment ?¡ãfirsts.?¡À? Together with its creator, the animated musical special also influenced the television industry, ushering in a host of changes.</p>
</div>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">A Charlie Brown Christmas</em>?was the first to use children to voice animated characters.? It also established the half-hour animated special as a holiday tradition, inspiring other classics like?<em data-mce-fragment=""1"">Frosty the Snowman</em>?and?<em data-mce-fragment=""1"">How the Grinch Stole Christmas</em>.</p>
<div class=""wp-caption aligncenter"" data-mce-fragment=""1"">
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">A Charlie Brown Christmas</em>?was also ground- breaking in its biblical references.? When executives tried to talk Schulz out of them, he replied, ?¡ãIf we don?¡¥t do it, who will??¡À? As it turned out, Linus?¡¥ recitation from the Gospel of Luke is considered one of the most powerful moments in the film.</p>
</div>
<p data-mce-fragment=""1"">A Charlie Brown Christmas went on to earn an Emmy and a Peabody Award and has become a holiday tradition for millions of Americans.</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,093-CLBL,0.0,shopify,985,deny,manual,29.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0ea4f63bc3d6e644e8ded9811c9d082.webp?v=1728359393,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0ea4f63bc3d6e644e8ded9811c9d082.webp?v=1728359393,oz,,,true,,,true,,,active
2015-contemporary-christmas-a-charlie-brown-christmas-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,093-CLBL-2,0.0,shopify,998,deny,manual,69.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/71PbSyeJTNL.webp?v=1728359393,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0ea4f63bc3d6e644e8ded9811c9d082.webp?v=1728359393,oz,,,,,,,,,
2015-contemporary-christmas-a-charlie-brown-christmas-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,093-CLBL-3,0.0,shopify,1000,deny,manual,179.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0ea4f63bc3d6e644e8ded9811c9d082.webp?v=1728359393,oz,,,,,,,,,
2015-contemporary-christmas-a-charlie-brown-christmas-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,093-CLBL-4,0.0,shopify,1000,deny,manual,889.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0ea4f63bc3d6e644e8ded9811c9d082.webp?v=1728359393,oz,,,,,,,,,
2015-contemporary-christmas-a-charlie-brown-christmas-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,093-CLBL-5,0.0,shopify,1000,deny,manual,1769.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0ea4f63bc3d6e644e8ded9811c9d082.webp?v=1728359393,oz,,,,,,,,,
2016-botanical-art-forever-first-class-postage-stamps,2016 Botanical Art Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<div data-mce-fragment=""1"">Today, about 1,800 botanical gardens exist across the globe.? These can range from small specialty gardens to sprawling campuses that contain thousands of plants.</div>
<div data-mce-fragment=""1"">?</div>
<div data-mce-fragment=""1"">Botanical art has complemented gardening catalogs and magazines for over two centuries.? In 1784, David Landreth established the first mail order seed catalog.? His reputation grew and soon Landreth?¡¥s customers included George Washington and Thomas Jefferson.</div>
<div data-mce-fragment=""1"">?</div>
<div data-mce-fragment=""1"">Landreth introduced the zinnia to the United States in 1798, followed by the first truly white potato, and then the tomato.? In 1832, he unveiled the nation?¡¥s first floral and horticultural magazine. ?Following Landreth?¡¥s success, the 19th century saw an explosion of seed companies and catalogs.</div>
<div data-mce-fragment=""1"">?</div>
<div data-mce-fragment=""1"">The Industrial Age ushered in items of convenience and created more leisure time for many Americans.? Elaborate flower gardens came in trend, and seed catalog covers were the best place to showcase new varieties. ?The W. Atlee Burpee Company was especially skilled in promoting new and improved seed varieties each year.? Beautifully executed cover art created desire for these new varieties, and sales soared. Other companies soon followed suit and many still prefer using cover art over photography today.</div>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,245-520-100,0.0,shopify,897,deny,manual,29.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/bcf5cd5166e7710316241bba9f46209.webp?v=1728359388,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/bcf5cd5166e7710316241bba9f46209.webp?v=1728359388,oz,,,true,,,true,,,active
2016-botanical-art-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,245-520-101,0.0,shopify,978,deny,manual,69.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/USA-5042-51.webp?v=1728359388,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/bcf5cd5166e7710316241bba9f46209.webp?v=1728359388,oz,,,,,,,,,
2016-botanical-art-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,245-520-102,0.0,shopify,997,deny,manual,179.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/bcf5cd5166e7710316241bba9f46209.webp?v=1728359388,oz,,,,,,,,,
2016-botanical-art-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,245-520-103,0.0,shopify,1000,deny,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/bcf5cd5166e7710316241bba9f46209.webp?v=1728359388,oz,,,,,,,,,
2016-botanical-art-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,245-520-104,0.0,shopify,1000,deny,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/bcf5cd5166e7710316241bba9f46209.webp?v=1728359388,oz,,,,,,,,,
2021-mid-atlantic-lighthouses-forever-first-class-postage-stamps,2021 Mid-Atlantic Lighthouses Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">America's lighthouses are beautiful symbols of our country's maritime history. ?While many still exist, countless others have been lost to the ravages of time. ?Those that remain are precious heirlooms that must be protected. ?And no one believes that more than the Lighthouse Preservation Society.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">The Lighthouse Preservation Society is a non-profit organization focused on saving America's remaining lighthouses from destruction. ?As of 2021, the organization had been around for over 35 years, during which time it became a leading advocate for lighthouses nationwide. ?The society has brought up issues at Congressional hearings, conferences, and more. ?The society has also sponsored National Lighthouse Day and raised millions of dollars for hundreds of lighthouse renovation projects. ?The society has also nominated 30 US postage stamps honoring lighthouses.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">In 2021, the United States Postal Service issued five Forever stamps picturing Mid-Atlantic lighthouses. ?These included Montauk Point Lighthouse, Navesink Twin Lighthouses, Erie Harbor Pierhead Lighthouse, Harbor of Refuge Lighthouse, and Thomas Point Shoal Lighthouse. ?These stamps bring lighthouses to public attention and remind us all that these beautiful and antique structures are pieces of our nation's history we all need to fight to save.</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,247-520-100,0.0,shopify,994,deny,manual,29.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e2cd21403a0551fa2abbdb3039fabf7.webp?v=1728359383,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e2cd21403a0551fa2abbdb3039fabf7.webp?v=1728359383,oz,,,true,,,true,,,active
2021-mid-atlantic-lighthouses-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,247-520-101,0.0,shopify,1000,deny,manual,69.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/100-pcs-mid-atlantic-lighthouses-u-s-2021-forever-stamps-332.webp?v=1728359383,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e2cd21403a0551fa2abbdb3039fabf7.webp?v=1728359383,oz,,,,,,,,,
2021-mid-atlantic-lighthouses-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,247-520-102,0.0,shopify,1000,deny,manual,179.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e2cd21403a0551fa2abbdb3039fabf7.webp?v=1728359383,oz,,,,,,,,,
2021-mid-atlantic-lighthouses-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,247-520-103,0.0,shopify,1000,deny,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e2cd21403a0551fa2abbdb3039fabf7.webp?v=1728359383,oz,,,,,,,,,
2021-mid-atlantic-lighthouses-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,247-520-104,0.0,shopify,1000,deny,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e2cd21403a0551fa2abbdb3039fabf7.webp?v=1728359383,oz,,,,,,,,,
2011-contemporary-christmas-holiday-baubles-forever-first-class-postage-stamps,2011  Contemporary Christmas: Holiday Baubles Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">As the days get shorter and the air turns crisp, the time comes to decorate for the holidays.? The perfect tree is selected and the ornaments are taken down from the attic.? The tradition of decorating the Christmas tree begins.</p>
<p data-mce-fragment=""1"">Trees were first brought inside at Christmas in the 1600s.? The early ornaments were nuts, berries, and fruit, symbols of plenty.? Candles and silver? tinsel added much-needed light to winter rooms.? Handmade ornaments were lovingly prepared and became cherished keepsakes.</p>
<p data-mce-fragment=""1"">Just as it was then, each family today has its own Christmas tree traditions.? Some use decorations passed down from previous generations, others are unique to that family... delicate glass balls brought from the homeland generations ago... a glitter-covered baked-dough star made years ago by a? child who is now an adult... brightly colored glass balls bought for the family?¡¥s first Christmas. ?</p>
<p data-mce-fragment=""1"">Today, strings of lights give trees a warm glow, and plastic tinsel reflects glimmers of light into the room, just as the pure silver strips used to do.</p>
<p data-mce-fragment=""1"">The custom of decorating the tree and the fond memories it brings to mind are part of what makes Christmas a favorite time of year for so many.</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,253-520-100,0.0,shopify,999,deny,manual,29.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e4991aa163feb6d0348a0061405e6bb.webp?v=1728359379,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e4991aa163feb6d0348a0061405e6bb.webp?v=1728359379,oz,,,true,,,true,,,active
2011-contemporary-christmas-holiday-baubles-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,253-520-101,0.0,shopify,1000,deny,manual,69.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/4.webp?v=1728359379,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e4991aa163feb6d0348a0061405e6bb.webp?v=1728359379,oz,,,,,,,,,
2011-contemporary-christmas-holiday-baubles-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,253-520-102,0.0,shopify,1000,deny,manual,179.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e4991aa163feb6d0348a0061405e6bb.webp?v=1728359379,oz,,,,,,,,,
2011-contemporary-christmas-holiday-baubles-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,253-520-103,0.0,shopify,1000,deny,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e4991aa163feb6d0348a0061405e6bb.webp?v=1728359379,oz,,,,,,,,,
2011-contemporary-christmas-holiday-baubles-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,253-520-104,0.0,shopify,1000,deny,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/e4991aa163feb6d0348a0061405e6bb.webp?v=1728359379,oz,,,,,,,,,
2010-holiday-evergreens-forever-first-class-postage-stamps,2010 Holiday Evergreens Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">The U.S. Postal Service issued its first commemorative ?¡ãForever?¡À stamp in 2010 with a Holiday Evergreens set of four. ?Pine cones and berries are shown from four different conifer (evergreen) trees ¡§C ponderosa pine, eastern red cedar, blue spruce, and balsam fir. ?Pine trees are frequently used for decoration in the holiday season months, a welcome splash of living greens during the cold, dreary months.</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,118-CQS,0.0,shopify,968,deny,manual,29.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0315c9d496945e161af75d2d85c73b0.webp?v=1728359376,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0315c9d496945e161af75d2d85c73b0.webp?v=1728359376,oz,,,true,,,true,,,active
2010-holiday-evergreens-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,118-CQS-2,0.0,shopify,995,deny,manual,69.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1600-_1_-2.webp?v=1728359376,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0315c9d496945e161af75d2d85c73b0.webp?v=1728359376,oz,,,,,,,,,
2010-holiday-evergreens-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,118-CQS-3,0.0,shopify,999,deny,manual,179.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0315c9d496945e161af75d2d85c73b0.webp?v=1728359376,oz,,,,,,,,,
2010-holiday-evergreens-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,118-CQS-4,0.0,shopify,1000,deny,manual,889.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0315c9d496945e161af75d2d85c73b0.webp?v=1728359376,oz,,,,,,,,,
2010-holiday-evergreens-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,118-CQS-5,0.0,shopify,1000,deny,manual,1769.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0315c9d496945e161af75d2d85c73b0.webp?v=1728359376,oz,,,,,,,,,
2014-imperforate-songbirds-forever-first-class-postage-stamps,2014 Imperforate Songbirds Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">Nearly half of the world?¡¥s birds, about 4,000 species, are classified as passerines, or songbirds.?They are typically small, migratory birds found throughout the world in a variety of habitats.?We recognize them by their often-bright coloring and distinct songs.</p>
<p data-mce-fragment=""1"">The characteristic melody of a songbird is the product of its highly developed vocal organ, or song box, sometimes coupled with an elongated windpipe.?Each species has its own set of songs and each bird performs its own version of those songs, varying the tone or pitch ever so slightly, so that his neighbors can identify the singer.?</p>
<p data-mce-fragment=""1"">All vocalization by songbirds is a form of social communication, but not all songbird calls are considered ?¡ãsongs.?¡À?The songs as we recognize them are usually tunes used by males of the species in courtship and breeding, and in establishing and maintaining their territory.?Females will sing on occasion and some species will even duet.?Scientists think this may reinforce the bond of a mated pair.</p>
<p data-mce-fragment=""1"">For reasons yet unknown, songbirds make the best use of their vocal skills in the wee hours of the morning.?Year-round, early risers appreciate the so-called ?¡ãdawn chorus?¡À each daybreak.?In temperate climates, spring is the best time to catch the medley and it is officially recognized on International Dawn Chorus Day each May.?Every year, thousands of bird lovers gather at events throughout the world to witness this beauty of birdsong.</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,017-NQ,0.0,shopify,927,deny,manual,29.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1600-3.webp?v=1728359372,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1600-3.webp?v=1728359372,oz,,,true,,,true,,,active
2014-imperforate-songbirds-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,017-NQ-2,0.0,shopify,992,deny,manual,69.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/1.webp?v=1728359372,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1600-3.webp?v=1728359372,oz,,,,,,,,,
2014-imperforate-songbirds-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,017-NQ-3,0.0,shopify,1000,deny,manual,179.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/2f30d3bd70b34b709e7b5d09b62ded2d.webp?v=1728359372,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1600-3.webp?v=1728359372,oz,,,,,,,,,
2014-imperforate-songbirds-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,017-NQ-4,0.0,shopify,1000,deny,manual,889.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1600-3.webp?v=1728359372,oz,,,,,,,,,
2014-imperforate-songbirds-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,017-NQ-5,0.0,shopify,1000,deny,manual,1769.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/s-l1600-3.webp?v=1728359372,oz,,,,,,,,,
